Article,Morph,Jewish,Person,Number,Tense,Mood,Voice,Gender,Case,Degree,Strength,Inflection,-2form,-2lemma,-2morph,-2person,-2number,-2tense,-2mood,-2voice,-2gender,-2case,-2degree,-2strength,-2inflection,-1form,-1lemma,-1morph,-1person,-1number,-1tense,-1mood,-1voice,-1gender,-1case,-1degree,-1strength,-1inflection,1form,1lemma,1morph,1person,1number,1tense,1mood,1voice,1gender,1case,1degree,1strength,1inflection,2form,2lemma,2morph,2person,2number,2tense,2mood,2voice,2gender,2case,2degree,2strength,2inflection,3form,3lemma,3morph,3person,3number,3tense,3mood,3voice,3gender,3case,3degree,3strength,3inflection,Answer
ταις,-p---fd--i,yes,-,p,-,-,-,f,d,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,εκειναις,εκεινος,-p---fd--i,-,p,-,-,-,f,d,-,-,i,ημεραις,ημερα,-p---fd--i,-,p,-,-,-,f,d,-,-,i,ουδεν,ουδεις,-s---na--i,-,s,-,-,-,n,a,-,-,i,ων,ος,-p---mg--i,-,p,-,-,-,m,g,-,-,i,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,μηκετι,μηκετι,---------n,-,-,-,-,-,-,-,-,-,n,σκυλλε,σκυλλω,3spia----i,3,s,p,i,a,-,-,-,-,i,διδασκαλον,διδασκαλος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,εως,εως,---------n,-,-,-,-,-,-,-,-,-,n,αποδω,αποδιδωμι,3sasa----i,3,s,a,s,a,-,-,-,-,i,οφειλομενον,οφειλω,-spppna--i,-,s,p,p,p,n,a,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
οι,3p---mn--i,yes,3,p,-,-,-,m,n,-,-,i,πρεσβυτεροι,πρεσβυς,-p---mnc-i,-,p,-,-,-,m,n,c,-,i,συνηχθησαν,συναγω,3paip----i,3,p,a,i,p,-,-,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,κρατησαντες,κρατεω,-papamn--i,-,p,a,p,a,m,n,-,-,i,τον,ο,-s---ma--i,-,s,-,-,-,m,a,-,-,i,5
των,-p---mg--i,yes,-,p,-,-,-,m,g,-,-,i,διετριβεν,διατριβω,3siia----i,3,s,i,i,a,-,-,-,-,i,μετα,μετα,---------n,-,-,-,-,-,-,-,-,-,n,μαθητων,μαθητης,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
των,-p---mg--i,yes,-,p,-,-,-,m,g,-,-,i,εις,εις,-s---mn--i,-,s,-,-,-,m,n,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,μαθητων,μαθητης,-p---mg--i,-,p,-,-,-,m,g,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,κολλωμενος,κολλαω,-spppmn--i,-,s,p,p,p,m,n,-,-,i,πορνη,πορνη,-s---fd--i,-,s,-,-,-,f,d,-,-,i,εν,εις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,σωμα,σωμα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,ην,ος,-s---fa--i,-,s,-,-,-,f,a,-,-,i,προειπεν,προλεγω,3saia----i,3,s,a,i,a,-,-,-,-,i,πνευμα,πνευμα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,το,ο,-s---nn--i,-,s,-,-,-,n,n,-,-,i,αγιον,αγιος,-s---nnp-i,-,s,-,-,-,n,n,p,-,i,2
των,-p---ng--i,no,-,p,-,-,-,n,g,-,-,i,ασφαλεστατον,ασφαλης,-s---nas-i,-,s,-,-,-,n,a,s,-,i,καταστησαμενος,καθιστημι,-sapmmn--i,-,s,a,p,m,m,n,-,-,i,πρηγματων,πραγμα,-p---ng--i,-,p,-,-,-,n,g,-,-,i,καλλιστα,καλος,-p---nas-i,-,p,-,-,-,n,a,s,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,αρχων,αρχων,-s---mn--i,-,s,-,-,-,m,n,-,-,i,κοσμου,κοσμος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,τουτου,ουτος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,εκβληθησεται,εκβαλλω,3sfip----i,3,s,f,i,p,-,-,-,-,i,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,επι,επι,---------n,-,-,-,-,-,-,-,-,-,n,ασθενουντας,ασθενεω,-pppama--i,-,p,p,p,a,m,a,-,-,i,αποφερεσθαι,αποφερω,--pnp----i,-,-,p,n,p,-,-,-,-,i,απο,απο,---------n,-,-,-,-,-,-,-,-,-,n,2
τον,-s---ma--i,no,-,s,-,-,-,m,a,-,-,i,απλετω,απλετος,-s---fdp-i,-,s,-,-,-,f,d,p,-,i,φαμενοι,φημι,-pppmmn--i,-,p,p,p,m,m,n,-,-,i,υστατον,υστερος,-s---mas-i,-,s,-,-,-,m,a,s,-,i,αιει,αει,---------n,-,-,-,-,-,-,-,-,-,n,απογενομενον,απογιγνομαι,-sapmma--i,-,s,a,p,m,m,a,-,-,i,4
οι,3p---mn--i,yes,3,p,-,-,-,m,n,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,ειπαν,λεγω,3paia----i,3,p,a,i,a,-,-,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,ειπαν,λεγω,3paia----i,3,p,a,i,a,-,-,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,3
ο,-s---mn--i,no,-,s,-,-,-,m,n,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,και,και,---------n,-,-,-,-,-,-,-,-,-,n,μεγαβαζος,μεγαβαζος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,επεκρατησαν,επικρατεω,3paia----i,3,p,a,i,a,-,-,-,-,i,πληθει,πληθος,-s---nd--i,-,s,-,-,-,n,d,-,-,i,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,κατα,κατα,---------n,-,-,-,-,-,-,-,-,-,n,τελεα,τελος,-p---na--i,-,p,-,-,-,n,a,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,νυν,νυν,---------n,-,-,-,-,-,-,-,-,-,n,αλλοι,αλλος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,5
το,-s---na--i,no,-,s,-,-,-,n,a,-,-,i,φορου,φορος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,απαγωγην,απαγωγη,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ενθευτεν,εντευθεν,---------n,-,-,-,-,-,-,-,-,-,n,επενοεε,επινοεω,3siia----i,3,s,i,i,a,-,-,-,-,i,νεας,ναυς,-p---fa--i,-,p,-,-,-,f,a,-,-,i,2
το,-s---na--i,no,-,s,-,-,-,n,a,-,-,i,ες,εις,---------n,-,-,-,-,-,-,-,-,-,n,σαρδις,σαρδεις,-p---fa--i,-,p,-,-,-,f,a,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,σωμα,σωμα,-s---na--i,-,s,-,-,-,n,a,-,-,i,4
τοις,-p---od--i,yes,-,p,-,-,-,o,d,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,αγιοις,αγιος,-p---mdp-i,-,p,-,-,-,m,d,p,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,τι,τις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,2
ο,-s---nn--i,no,-,s,-,-,-,n,n,-,-,i,πεντηκοντερων,πεντηκοντερος,-p---fg--i,-,p,-,-,-,f,g,-,-,i,ποιησας,ποιεω,-sapamn--i,-,s,a,p,a,m,n,-,-,i,τι,τις,-s---nn--i,-,s,-,-,-,n,n,-,-,i,πλεον,πολυς,-s---nnc-i,-,s,-,-,-,n,n,c,-,i,ην,ειμι,3siia----i,3,s,i,i,a,-,-,-,-,i,4
τοισι,-p---md--i,no,-,p,-,-,-,m,d,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,δελφοι,δελφοι,-p---mn--i,-,p,-,-,-,m,n,-,-,i,ανεμοισι,ανεμος,-p---md--i,-,p,-,-,-,m,d,-,-,i,βωμον,βωμος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,2
των,-p---mg--i,yes,-,p,-,-,-,m,g,-,-,i,την,ο,-s---fa--i,-,s,-,-,-,f,a,-,-,i,βασιλειαν,βασιλεια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,ουρανων,ουρανος,-p---mg--i,-,p,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,πνευματος,πνευμα,-s---ng--i,-,s,-,-,-,n,g,-,-,i,σου,συ,2s---mg--i,2,s,-,-,-,m,g,-,-,i,κυριος,κυριος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,μετα,μετα,---------n,-,-,-,-,-,-,-,-,-,n,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,2
το,-s---nn--i,no,-,s,-,-,-,n,n,-,-,i,το,ο,-s---nn--i,-,s,-,-,-,n,n,-,-,i,αρμα,αρμα,-s---nn--i,-,s,-,-,-,n,n,-,-,i,ιρον,ιερος,-s---nnp-i,-,s,-,-,-,n,n,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τας,-p---fa--i,yes,-,p,-,-,-,f,a,-,-,i,δοτε,διδωμι,2pama----i,2,p,a,m,a,-,-,-,-,i,τω,ο,-s---md--i,-,s,-,-,-,m,d,-,-,i,δεκα,δεκα,---------n,-,-,-,-,-,-,-,-,-,n,μνας,μνα,-p---fa--i,-,p,-,-,-,f,a,-,-,i,εχοντι,εχω,-sppamd--i,-,s,p,p,a,m,d,-,-,i,3
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,δις,δις,---------n,-,-,-,-,-,-,-,-,-,n,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,χρειαν,χρεια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,μοι,εγω,1s---md--i,1,s,-,-,-,m,d,-,-,i,επεμψατε,πεμπω,2paia----i,2,p,a,i,a,-,-,-,-,i,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,καταβαινοντα,καταβαινω,-sppama--i,-,s,p,p,a,m,a,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,ουρανου,ουρανος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,εχοντα,εχω,-sppama--i,-,s,p,p,a,m,a,-,-,i,εξουσιαν,εξουσια,-s---fa--i,-,s,-,-,-,f,a,-,-,i,2
τα,-p---na--i,no,-,p,-,-,-,n,a,-,-,i,επιδαυριων,επιδαυριος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,ηκουον,ακουω,3piia----i,3,p,i,i,a,-,-,-,-,i,τε,τε,---------n,-,-,-,-,-,-,-,-,-,n,αλλα,αλλος,-p---nap-i,-,p,-,-,-,n,a,p,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,3
τους,-p---ma--i,no,-,p,-,-,-,m,a,-,-,i,αν,αν,---------n,-,-,-,-,-,-,-,-,-,n,κατα,κατα,---------n,-,-,-,-,-,-,-,-,-,n,παιδας,παις,-p---ma--i,-,p,-,-,-,m,a,-,-,i,του,ο,-s---og--i,-,s,-,-,-,o,g,-,-,i,κροισου,κροισος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,μαλλον,μαλλον,-------c-i,-,-,-,-,-,-,-,c,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,χειρον,χειρων,-s---nac-i,-,s,-,-,-,n,a,c,-,i,ελθουσα,ερχομαι,-sapafn--i,-,s,a,p,a,f,n,-,-,i,ακουσασα,ακουω,-sapafn--i,-,s,a,p,a,f,n,-,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,ανθρωποις,ανθρωπος,-p---md--i,-,p,-,-,-,m,d,-,-,i,θεος,θεος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ημας,ημεις,1p---ma--i,1,p,-,-,-,m,a,-,-,i,τους,ο,-p---ma--i,-,p,-,-,-,m,a,-,-,i,2
τω,-s---nd--i,no,-,s,-,-,-,n,d,-,-,i,προθειναι,προτιθημι,--ana----i,-,-,a,n,a,-,-,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,στρατοπεδω,στρατοπεδον,-s---nd--i,-,s,-,-,-,n,d,-,-,i,τω,ο,-s---nd--i,-,s,-,-,-,n,d,-,-,i,ημετερω,ημετερος,1p---nd--i,1,p,-,-,-,n,d,-,-,i,2
το,-s---nn--i,yes,-,s,-,-,-,n,n,-,-,i,προσευχη,προσευχη,-s---fd--i,-,s,-,-,-,f,d,-,-,i,τουτο,ουτος,-s---nn--i,-,s,-,-,-,n,n,-,-,i,γενος,γενος,-s---nn--i,-,s,-,-,-,n,n,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ουδενι,ουδεις,-s---nd--i,-,s,-,-,-,n,d,-,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,χριστος,χριστος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,υιος,υιος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,του,ο,-s---mg--i,-,s,-,-,-,m,g,-,-,i,θεου,θεος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,γης,γη,-s---fg--i,-,s,-,-,-,f,g,-,-,i,εργον,εργον,-s---na--i,-,s,-,-,-,n,a,-,-,i,τελειωσας,τελειοω,-sapamn--i,-,s,a,p,a,m,n,-,-,i,ο,ος,-s---na--i,-,s,-,-,-,n,a,-,-,i,2
της,-s---fg--i,no,-,s,-,-,-,f,g,-,-,i,οπισω,οπισω,---------n,-,-,-,-,-,-,-,-,-,n,εγενοντο,γιγνομαι,3paim----i,3,p,a,i,m,-,-,-,-,i,συριης,συρια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ασκαλωνι,ασκαλων,-s---fd--i,-,s,-,-,-,f,d,-,-,i,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,αυτον,αυτος,3s---ma--i,3,s,-,-,-,m,a,-,-,i,ηγειρεν,εγειρω,3saia----i,3,s,a,i,a,-,-,-,-,i,δαυειδ,δαυιδ,---------n,-,-,-,-,-,-,-,-,-,n,αυτοις,αυτος,3p---md--i,3,p,-,-,-,m,d,-,-,i,εις,εις,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,αυτην,αυτος,3s---fa--i,3,s,-,-,-,f,a,-,-,i,ιησους,ιησους,-s---mn--i,-,s,-,-,-,m,n,-,-,i,προσεφωνησεν,προσφωνεω,3saia----i,3,s,a,i,a,-,-,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
οι,-p---mn--i,yes,-,p,-,-,-,m,n,-,-,i,απολυση,απολυω,3sasa----i,3,s,a,s,a,-,-,-,-,i,αυτοις,αυτος,3p---md--i,3,p,-,-,-,m,d,-,-,i,δε,δε,---------n,-,-,-,-,-,-,-,-,-,n,αρχιερεις,αρχιερευς,-p---mn--i,-,p,-,-,-,m,n,-,-,i,ανεσεισαν,ανασειω,3paia----i,3,p,a,i,a,-,-,-,-,i,3
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,γινδανες,γινδανες,-p---mn--i,-,p,-,-,-,m,n,-,-,i,εισι,ειμι,3ppia----i,3,p,p,i,a,-,-,-,-,i,αι,ο,-p---fn--i,-,p,-,-,-,f,n,-,-,i,γυναικες,γυνη,-p---fn--i,-,p,-,-,-,f,n,-,-,i,περισφυρια,περισφυριον,-p---na--i,-,p,-,-,-,n,a,-,-,i,3
τοισι,-p---od--i,no,-,p,-,-,-,o,d,-,-,i,εβουλευετο,βουλευω,3siim----i,3,s,i,i,m,-,-,-,-,i,αμα,αμα,---------n,-,-,-,-,-,-,-,-,-,n,παισι,παις,-p---md--i,-,p,-,-,-,m,d,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,συνεδραμεν,συντρεχω,3saia----i,3,s,a,i,a,-,-,-,-,i,πας,πας,-s---mn--i,-,s,-,-,-,m,n,-,-,i,λαος,λαος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,προς,προς,---------n,-,-,-,-,-,-,-,-,-,n,αυτους,αυτος,3p---ma--i,3,p,-,-,-,m,a,-,-,i,2
αι,-p---fn--i,no,-,p,-,-,-,f,n,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,παρθενοι,παρθενος,-p---fn--i,-,p,-,-,-,f,n,-,-,i,των,ο,-p---og--i,-,p,-,-,-,o,g,-,-,i,επιχωριων,επιχωριος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,χριστος,χριστος,-s---mn--i,-,s,-,-,-,m,n,-,-,i,εγειρε,εγειρω,2spma----i,2,s,p,m,a,-,-,-,-,i,καθευδων,καθευδω,-sppamn--i,-,s,p,p,a,m,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,αναστα,ανιστημι,2sama----i,2,s,a,m,a,-,-,-,-,i,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,τους,ο,-p---ma--i,-,p,-,-,-,m,a,-,-,i,ανθρωπους,ανθρωπος,-p---ma--i,-,p,-,-,-,m,a,-,-,i,κατοικουντας,κατοικεω,-pppama--i,-,p,p,p,a,m,a,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,ιερουσαλημ,ιεροσολυμα,---------n,-,-,-,-,-,-,-,-,-,n,2
του,-s---mg--i,yes,-,s,-,-,-,m,g,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,προσωπον,προσωπον,-s---na--i,-,s,-,-,-,n,a,-,-,i,ουρανου,ουρανος,-s---mg--i,-,s,-,-,-,m,g,-,-,i,γινωσκετε,γιγνωσκω,2ppia----i,2,p,p,i,a,-,-,-,-,i,διακρινειν,διακρινω,--pna----i,-,-,p,n,a,-,-,-,-,i,2
η,-s---fn--i,yes,-,s,-,-,-,f,n,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,εξηλθεν,εξερχομαι,3saia----i,3,s,a,i,a,-,-,-,-,i,ακοη,ακοη,-s---fn--i,-,s,-,-,-,f,n,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,ευθυς,ευθυς,---------n,-,-,-,-,-,-,-,-,-,n,2
οι,-p---mn--i,no,-,p,-,-,-,m,n,-,-,i,αυτοι,αυτος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,γαρ,γαρ,---------n,-,-,-,-,-,-,-,-,-,n,περσαι,περσης,-p---mn--i,-,p,-,-,-,m,n,-,-,i,αγορησι,αγορα,-p---fd--i,-,p,-,-,-,f,d,-,-,i,ουδεν,ουδεις,-s---na--i,-,s,-,-,-,n,a,-,-,i,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,δεδωκεν,διδωμι,3sria----i,3,s,r,i,a,-,-,-,-,i,εν,εν,---------n,-,-,-,-,-,-,-,-,-,n,χειρι,χειρ,-s---fd--i,-,s,-,-,-,f,d,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τα,-p---nn--i,no,-,p,-,-,-,n,n,-,-,i,σικελιης,σικελια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,τοσαυτα,τοσουτος,-p---nn--i,-,p,-,-,-,n,n,-,-,i,μεν,μεν,---------n,-,-,-,-,-,-,-,-,-,n,απο,απο,---------n,-,-,-,-,-,-,-,-,-,n,σικελιης,σικελια,-s---fg--i,-,s,-,-,-,f,g,-,-,i,3
τα,-p---na--i,yes,-,p,-,-,-,n,a,-,-,i,σου,συ,2s---mg--i,2,s,-,-,-,m,g,-,-,i,οτι,οτι,---------n,-,-,-,-,-,-,-,-,-,n,σπλαγχνα,σπλαγχνον,-p---nn--i,-,p,-,-,-,n,n,-,-,i,των,ο,-p---qg--i,-,p,-,-,-,q,g,-,-,i,αγιων,αγιος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,2
τους,-p---ma--i,yes,-,p,-,-,-,m,a,-,-,i,αυτου,αυτος,3s---mg--i,3,s,-,-,-,m,g,-,-,i,απωλεσεν,απολλυμι,3saia----i,3,s,a,i,a,-,-,-,-,i,φονεις,φονευς,-p---ma--i,-,p,-,-,-,m,a,-,-,i,εκεινους,εκεινος,-p---ma--i,-,p,-,-,-,m,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ιησους,ιησους,-s---mn--i,-,s,-,-,-,m,n,-,-,i,απεκριθη,αποκρινω,3saip----i,3,s,a,i,p,-,-,-,-,i,ιησους,ιησους,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τον,-s---ma--i,yes,-,s,-,-,-,m,a,-,-,i,οι,ο,-p---mn--i,-,p,-,-,-,m,n,-,-,i,ανθρωποι,ανθρωπος,-p---mn--i,-,p,-,-,-,m,n,-,-,i,θεον,θεος,-s---ma--i,-,s,-,-,-,m,a,-,-,i,εκ,εκ,---------n,-,-,-,-,-,-,-,-,-,n,της,ο,-s---fg--i,-,s,-,-,-,f,g,-,-,i,2
την,-s---fa--i,yes,-,s,-,-,-,f,a,-,-,i,ο,ο,-s---mn--i,-,s,-,-,-,m,n,-,-,i,παρα,παρα,---------n,-,-,-,-,-,-,-,-,-,n,οδον,οδος,-s---fa--i,-,s,-,-,-,f,a,-,-,i,σπαρεις,σπειρω,-sappmn--i,-,s,a,p,p,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
τη,-s---fd--i,yes,-,s,-,-,-,f,d,-,-,i,τη,ο,-s---fd--i,-,s,-,-,-,f,d,-,-,i,φυσει,φυσις,-s---fd--i,-,s,-,-,-,f,d,-,-,i,ανθρωπινη,ανθρωπινος,-s---fdp-i,-,s,-,-,-,f,d,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
το,-s---na--i,yes,-,s,-,-,-,n,a,-,-,i,και,και,---------n,-,-,-,-,-,-,-,-,-,n,λελουσμενοι,λουω,-prppmn--i,-,p,r,p,p,m,n,-,-,i,σωμα,σωμα,-s---na--i,-,s,-,-,-,n,a,-,-,i,υδατι,υδωρ,-s---nd--i,-,s,-,-,-,n,d,-,-,i,καθαρω,καθαρος,-s---ndp-i,-,s,-,-,-,n,d,p,-,i,2
των,-p---mg--i,no,-,p,-,-,-,m,g,-,-,i,απεστησαν,αφιστημι,3paia----i,3,p,a,i,a,-,-,-,-,i,απο,απο,---------n,-,-,-,-,-,-,-,-,-,n,επιδαυριων,επιδαυριος,-p---mgp-i,-,p,-,-,-,m,g,p,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
ο,-s---mn--i,yes,-,s,-,-,-,m,n,-,-,i,ει,ει,---------n,-,-,-,-,-,-,-,-,-,n,μη,μη,---------n,-,-,-,-,-,-,-,-,-,n,πατηρ,πατηρ,-s---mn--i,-,s,-,-,-,m,n,-,-,i,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,ellipsed,2
